id,supl_iata,start,end,platts,value,period,unnamed__6,unnamed__7
810,FOB MED  USDC.UGLPW,2019-08-10,2019-10-14,FOB MED  USDC.UGL,184.55,PW,,
811,HNWE  USDC.UGLPW,2019-08-10,2019-10-14,HNWE  USDC.UGL,189.01,PW,,
812,HROTT  USDC.UGLPW,2019-08-10,2019-10-14,HROTT  USDC.UGL,188.35,PW,,
813,MOPAGPW,2019-08-10,2019-10-14,MOPAG,184.61,PW,,
814,ARAB GULF FOB HIGH PRIORPW,2019-10-15,2019-10-21,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
815,EGPCPW,2019-10-15,2019-10-21,EGPC,210,PW,,
816,FOB MED  USDC.UGLPW,2019-10-15,2019-10-21,FOB MED  USDC.UGL,184.82,PW,,
817,HNWE  USDC.UGLPW,2019-10-15,2019-10-21,HNWE  USDC.UGL,189.94,PW,,
818,HROTT  USDC.UGLPW,2019-10-15,2019-10-21,HROTT  USDC.UGL,190.6,PW,,
819,MOPAGPW,2019-10-15,2019-10-21,MOPAG,184.61,PW,,
820,CIF MED USDC.UGL1/2M,2019-10-16,2019-10-31,CIF MED USDC.UGL,189.94,1/2M,,
821,EGPC1/2M,2019-10-16,2019-10-31,EGPC,278.61,1/2M,,
822,FOB MED  USDC.UGL1/2M,2019-10-16,2019-10-31,FOB MED  USDC.UGL,184.29,1/2M,,
823,HNWE  USDC.UGL1/2M,2019-10-16,2019-10-31,HNWE  USDC.UGL,188.92,1/2M,,
824,LukOIL FOB MED1/2M,2019-10-16,2019-10-31,LukOIL FOB MED,608.55,1/2M,,
825,ARAB GULF FOB HIGH PRIORPW,2019-10-22,2019-10-28,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
826,EGPCPW,2019-10-22,2019-10-28,EGPC,210,PW,,
827,FOB MED  USDC.UGLPW,2019-10-22,2019-10-28,FOB MED  USDC.UGL,183.05,PW,,
828,HNWE  USDC.UGLPW,2019-10-22,2019-10-28,HNWE  USDC.UGL,189.59,PW,,
829,HROTT  USDC.UGLPW,2019-10-22,2019-10-28,HROTT  USDC.UGL,190.21,PW,,
830,MOPAGPW,2019-10-22,2019-10-28,MOPAG,184.61,PW,,
831,ARAB GULF FOB HIGH PRIORPW,2019-10-29,2019-10-31,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
832,EGPCPW,2019-10-29,2019-04-11,EGPC,207,PW,,
833,FOB MED  USDC.UGLPW,2019-10-29,2019-04-11,FOB MED  USDC.UGL,184.8,PW,,
834,HNWE  USDC.UGLPW,2019-10-29,2019-10-31,HNWE  USDC.UGL,191.47,PW,,
835,HROTT  USDC.UGLPW,2019-10-29,2019-04-11,HROTT  USDC.UGL,191.39,PW,,
836,MOPAGPW,2019-10-29,2019-04-11,MOPAG,184.61,PW,,
837,ARAB GULF FOB HIGH PRIORPW,2019-01-11,2019-04-11,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
838,ARAB GULF FOB HIGH PRIORPM,2019-01-11,2019-11-30,ARAB GULF FOB HIGH PRIOR,185.4,PM,,
839,CIF MED USDC.UGL1/2M,2019-01-11,2019-11-15,CIF MED USDC.UGL,189.85,1/2M,,
840,EGPCPW,2019-01-11,2019-04-11,EGPC,207,PW,,
841,EGPC1/2M,2019-01-11,2019-11-15,EGPC,278.61,1/2M,,
842,FOB MED  USDC.UGLPW,2019-01-11,2019-04-11,FOB MED  USDC.UGL,184.8,PW,,
843,FOB MED  USDC.UGL1/2M,2019-01-11,2019-11-15,FOB MED  USDC.UGL,184.05,1/2M,,
844,FOB MED  USDC.UGLPM,2019-01-11,2019-11-30,FOB MED  USDC.UGL,183.31,PM,,
845,HNWE  USDC.UGLPW,2019-01-11,2019-04-11,HNWE  USDC.UGL,191.47,PW,,
846,HNWE  USDC.UGL1/2M,2019-01-11,2019-11-15,HNWE  USDC.UGL,188.92,1/2M,,
847,HNWE  USDC.UGLPM,2019-01-11,2019-11-30,HNWE  USDC.UGL,189.62,PM,,
848,HROTT  USDC.UGLPW,2019-01-11,2019-04-11,HROTT  USDC.UGL,191.39,PW,,
849,HROTT  USDC.UGLPM,2019-01-11,2019-11-30,HROTT  USDC.UGL,189.16,PM,,
850,ISRAELI GOVT USDC.USGPM,2019-01-11,2019-11-30,ISRAELI GOVT USDC.USG,201.14,PM,,
851,LukOIL FOB MED1/2M,2019-01-11,2019-11-15,LukOIL FOB MED,607.75,1/2M,,
852,MOPAGPW,2019-01-11,2019-04-11,MOPAG,184.61,PW,,
853,MOPAGPM,2019-05-11,2019-11-30,MOPAG,182.54,PM,,
854,MOPAGPM,2019-01-11,2019-11-30,MOPAG,172.48,PM,,
855,ARAB GULF FOB HIGH PRIORPW,2019-05-11,2019-11-11,ARAB GULF FOB HIGH PRIOR,185.4,PW,,
856,EGPCPW,2019-05-11,2019-11-11,EGPC,207,PW,,
857,FOB MED  USDC.UGLPW,2019-05-11,2019-11-11,FOB MED  USDC.UGL,182.22,PW,,
858,HNWE  USDC.UGLPW,2019-05-11,2019-11-11,HNWE  USDC.UGL,188.53,PW,,
859,HROTT  USDC.UGLPW,2019-05-11,2019-11-11,HROTT  USDC.UGL,188.07,PW,,
860,MOPAGPW,2019-05-11,2019-11-11,MOPAG,184.61,PW,,
861,EGPCPW,2019-12-11,2019-11-18,EGPC,208,PW,,
862,FOB MED  USDC.UGLPW,2019-12-11,2019-11-18,FOB MED  USDC.UGL,183.71,PW,,
863,HNWE  USDC.UGLPW,2019-12-11,2019-11-18,HNWE  USDC.UGL,189.83,PW,,
864,HROTT  USDC.UGLPW,2019-12-11,2019-11-18,HROTT  USDC.UGL,189.95,PW,,
865,CIF MED USDC.UGL1/2M,2019-11-16,2019-11-30,CIF MED USDC.UGL,189.21,1/2M,,
866,FOB MED  USDC.UGL1/2M,2019-11-16,2019-11-30,FOB MED  USDC.UGL,182.08,1/2M,,
867,HNWE  USDC.UGL1/2M,2019-11-16,2019-11-30,HNWE  USDC.UGL,188.9,1/2M,,
868,LukOIL FOB MED1/2M,2019-11-16,2019-11-30,LukOIL FOB MED,601.27,1/2M,,
869,EGPCPW,2019-11-19,2019-11-25,EGPC,208,PW,,
870,FOB MED  USDC.UGLPW,2019-11-19,2019-11-25,FOB MED  USDC.UGL,181.81,PW,,
871,HNWE  USDC.UGLPW,2019-11-19,2019-11-25,HNWE  USDC.UGL,188.29,PW,,
872,HROTT  USDC.UGLPW,2019-11-19,2019-11-25,HROTT  USDC.UGL,187.88,PW,,
873,EGPCPW,2019-11-26,2019-02-12,EGPC,205,PW,,
874,FOB MED  USDC.UGLPW,2019-11-26,2019-02-12,FOB MED  USDC.UGL,177.38,PW,,
875,HNWE  USDC.UGLPW,2019-11-26,2019-02-12,HNWE  USDC.UGL,186.15,PW,,
876,HROTT  USDC.UGLPW,2019-11-26,2019-02-12,HROTT  USDC.UGL,186.26,PW,,
877,CIF MED USDC.UGL1/2M,2019-01-12,2019-12-15,CIF MED USDC.UGL,186.71,1/2M,,
878,FOB MED  USDC.UGLPM,2019-01-12,2019-12-31,FOB MED  USDC.UGL,179.85,PM,,
879,FOB MED  USDC.UGL1/2M,2019-01-12,2019-12-15,FOB MED  USDC.UGL,177.37,1/2M,,
880,HNWE  USDC.UGL1/2M,2019-01-12,2019-12-15,HNWE  USDC.UGL,186.15,1/2M,,
881,HNWE  USDC.UGLPM,2019-01-12,2019-12-31,HNWE  USDC.UGL,187.53,PM,,
882,HNWE  USDC.UGLPW,2019-01-12,2019-02-12,HNWE  USDC.UGL,188.05,PW,,
883,HNWE  USDC.UGLPM,2019-01-12,2019-12-31,HNWE  USDC.UGL,187.61,PM,,
884,HROTT  USDC.UGLPW,2019-01-12,2019-02-12,HROTT  USDC.UGL,186.26,PW,,
885,HROTT  USDC.UGLPM,2019-01-12,2019-12-31,HROTT  USDC.UGL,187.55,PM,,
886,ISRAELI GOVT USDC.USGPM,2019-01-12,2019-12-31,ISRAELI GOVT USDC.USG,196.22,PM,,
887,LukOIL FOB MED1/2M,2019-01-12,2019-12-15,LukOIL FOB MED,585.7,1/2M,,
888,EGPCPW,2019-03-12,2019-09-12,EGPC,205,PW,,
889,FOB MED  USDC.UGLPW,2019-03-12,2019-09-12,FOB MED  USDC.UGL,176.23,PW,,
890,HNWE  USDC.UGLPW,2019-03-12,2019-09-12,HNWE  USDC.UGL,188.09,PW,,
891,HROTT  USDC.UGLPW,2019-03-12,2019-09-12,HROTT  USDC.UGL,187.85,PW,,
892,EGPCPW,2019-10-12,2019-12-16,EGPC,206,PW,,
893,FOB MED  USDC.UGLPW,2019-10-12,2019-12-16,FOB MED  USDC.UGL,176.73,PW,,
894,HNWE  USDC.UGLPW,2019-10-12,2019-12-16,HNWE  USDC.UGL,186.12,PW,,
895,HROTT  USDC.UGLPW,2019-10-12,2019-12-16,HROTT  USDC.UGL,184.8,PW,,
896,CIF MED USDC.UGL1/2M,2019-12-16,2019-12-31,CIF MED USDC.UGL,187.11,1/2M,,
897,FOB MED  USDC.UGL1/2M,2019-12-16,2019-12-31,FOB MED  USDC.UGL,178.26,1/2M,,
898,HNWE  USDC.UGL1/2M,2019-12-16,2019-12-31,HNWE  USDC.UGL,187.51,1/2M,,
899,LukOIL FOB MED1/2M,2019-12-16,2019-12-31,LukOIL FOB MED,588.63,1/2M,,
900,EGPCPW,2019-12-17,2019-12-23,EGPC,202.3,PW,,
901,FOB MED  USDC.UGLPW,2019-12-17,2019-12-23,FOB MED  USDC.UGL,179.43,PW,,
902,HNWE  USDC.UGLPW,2019-12-17,2019-12-23,HNWE  USDC.UGL,188.91,PW,,
903,HROTT  USDC.UGLPW,2019-12-17,2019-12-23,HROTT  USDC.UGL,187.38,PW,,
904,FOB MED  USDC.UGLPW,2019-12-24,2019-12-30,FOB MED  USDC.UGL,185.65,PW,,
905,HNWE  USDC.UGLPW,2019-12-24,2019-12-30,HNWE  USDC.UGL,196.52,PW,,
906,HROTT  USDC.UGLPW,2019-12-24,2019-12-30,HROTT  USDC.UGL,195.02,PW,,
907,EGPCPW,2019-12-24,2019-12-30,EGPC,202.3,PW,,
908,HNWE  USDC.UGLPW,2019-12-31,2020-06-01,HNWE  USDC.UGL,198.33,PW,,
909,HROTT  USDC.UGLPW,2019-12-31,2020-06-01,HROTT  USDC.UGL,197.04,PW,,
910,FOB MED  USDC.UGLPW,2019-12-31,2020-06-01,FOB MED  USDC.UGL,187.28,PW,,
911,HNWE  USDC.UGLPW,2020-01-01,2020-06-01,HNWE  USDC.UGL,197.04,PW,,
912,HNWE  USDC.UGL1/2M,2020-01-01,2020-01-15,HNWE  USDC.UGL,192.47,1/2M,,
913,HNWE  USDC.UGLPM,2020-01-01,2020-01-31,HNWE  USDC.UGL,192.47,PM,,
914,HROTT  USDC.UGLPW,2020-01-01,2020-06-01,HROTT  USDC.UGL,197.04,PW,,
915,HROTT  USDC.UGLPM,2020-01-01,2020-01-31,HROTT  USDC.UGL,190.7,PM,,
916,EGPCPW,2019-12-31,2020-06-01,EGPC,212,PW,,
917,ISRAELI GOVT USDC.USGPM,2020-01-01,2020-01-31,ISRAELI GOVT USDC.USG,205.92,PM,,
918,CIF MED USDC.UGL1/2M,2020-01-01,2020-01-15,CIF MED USDC.UGL,197.02,1/2M,,
919,FOB MED  USDC.UGLPM,2020-01-01,2020-01-31,FOB MED  USDC.UGL,182.3,PM,,
920,FOB MED  USDC.UGL1/2M,2020-01-01,2020-01-15,FOB MED  USDC.UGL,186.82,1/2M,,
921,LukOIL FOB MED1/2M,2020-01-01,2020-01-15,LukOIL FOB MED,616.92,1/2M,,
922,HNWE  USDC.UGLPW,2020-07-01,2020-01-13,HNWE  USDC.UGL,198.89,PW,,
923,HROTT  USDC.UGLPW,2020-07-01,2020-01-13,HROTT  USDC.UGL,198.2,PW,,
924,FOB MED  USDC.UGLPW,2020-07-01,2020-01-13,FOB MED  USDC.UGL,188.08,PW,,
925,EGPCPW,2020-07-01,2020-01-22,EGPC,217,PW,,
926,MOPAGPM,2020-01-01,2020-01-31,MOPAG,178.47,PM,,
927,HNWE  USDC.UGLPW,2020-01-14,2020-01-20,HNWE  USDC.UGL,195.4,PW,,
928,HROTT  USDC.UGLPW,2020-01-14,2020-01-20,HROTT  USDC.UGL,193.63,PW,,
929,FOB MED  USDC.UGLPW,2020-01-14,2020-01-20,FOB MED  USDC.UGL,184.91,PW,,
930,HNWE  USDC.UGL1/2M,2020-01-16,2020-01-31,HNWE  USDC.UGL,193.61,1/2M,,
931,CIF MED USDC.UGL1/2M,2020-01-16,2020-01-31,CIF MED USDC.UGL,193.2,1/2M,,
932,FOB MED  USDC.UGL1/2M,2020-01-16,2020-01-31,FOB MED  USDC.UGL,184.27,1/2M,,
933,LukOIL FOB MED1/2M,2020-01-16,2020-01-31,LukOIL FOB MED,608.48,1/2M,,
934,HNWE  USDC.UGLPW,2020-01-21,2020-01-27,HNWE  USDC.UGL,186.45,PW,,
935,HROTT  USDC.UGLPW,2020-01-21,2020-01-27,HROTT  USDC.UGL,185.17,PW,,
936,FOB MED  USDC.UGLPW,2020-01-21,2020-01-27,FOB MED  USDC.UGL,177.42,PW,,
937,HNWE  USDC.UGLPW,2020-01-28,2020-03-02,HNWE  USDC.UGL,182.12,PW,,
938,HROTT  USDC.UGLPW,2020-01-28,2020-03-02,HROTT  USDC.UGL,180.35,PW,,
939,FOB MED  USDC.UGLPW,2020-01-28,2020-03-02,FOB MED  USDC.UGL,174.78,PW,,
940,EGPCPW,2020-01-23,2020-01-31,EGPC,213,PW,,
941,LukOIL FOB MED1/2M,2020-01-02,2020-02-15,LukOIL FOB MED,564.11,1/2M,,
942,FOB MED  USDC.UGL1/2M,2020-01-02,2020-02-15,FOB MED  USDC.UGL,170.83,1/2M,,
943,ISRAELI GOVT USDC.USGPM,2020-01-02,2020-02-29,ISRAELI GOVT USDC.USG,183.09,PM,,
944,HNWE  USDC.UGLPM,2020-01-02,2020-02-29,HNWE  USDC.UGL,184.22,PM,,
945,FOB MED  USDC.UGLPM,2020-01-02,2020-02-29,FOB MED  USDC.UGL,176.11,PM,,
946,HROTT  USDC.UGLPM,2020-01-02,2020-02-29,HROTT  USDC.UGL,182.76,PM,,
947,HNWE  USDC.UGLPW,2020-04-02,2020-10-02,HNWE  USDC.UGL,169.07,PW,,
948,HROTT  USDC.UGLPW,2020-04-02,2020-10-02,HROTT  USDC.UGL,167.51,PW,,
949,FOB MED  USDC.UGLPW,2020-04-02,2020-10-02,FOB MED  USDC.UGL,162.33,PW,,
950,CIF MED USDC.UGL1/2M,2020-01-02,2020-02-15,CIF MED USDC.UGL,176.93,1/2M,,
951,HNWE  USDC.UGL1/2M,2020-01-02,2020-02-15,HNWE  USDC.UGL,177.34,1/2M,,
952,EGPCPW,2020-01-02,2020-04-02,EGPC,205,PW,,
953,EGPC1/2M,2020-01-02,2020-10-02,EGPC,230.65,1/2M,,
954,ARAB GULF FOB HIGH PRIORPM,2020-01-02,2020-02-29,ARAB GULF FOB HIGH PRIOR,173.8,PM,,
955,MOPAGPM,2020-01-02,2020-02-29,MOPAG,188.58,PM,,
956,ISRAELI GOVT USDC.USG1/2M,2020-01-02,2020-02-29,ISRAELI GOVT USDC.USG,176.52,1/2M,,
957,HNWE  USDC.UGLPW,2020-11-02,2020-02-17,HNWE  USDC.UGL,161.85,PW,,
958,HROTT  USDC.UGLPW,2020-11-02,2020-02-17,HROTT  USDC.UGL,160.08,PW,,
959,FOB MED  USDC.UGLPW,2020-11-02,2020-02-17,FOB MED  USDC.UGL,154.88,PW,,
960,EGPCPW,2020-05-02,2020-05-02,EGPC,205,PW,,
961,ARAB GULF FOB HIGH PRIOR1/2M,2020-01-02,2020-02-15,ARAB GULF FOB HIGH PRIOR,165.96,1/2M,,
962,EGPC1/2M,2020-11-02,2020-03-16,EGPC,229.65,1/2M,,
963,MOPAGPM,2020-02-13,2020-03-31,MOPAG,204.23,PM,,
964,EGPC1/2M,2020-02-17,2020-03-31,EGPC,230.65,1/2M,,
965,HNWE  USDC.UGL1/2M,2020-02-16,2020-02-29,HNWE  USDC.UGL,161.85,1/2M,,
966,EGPCPW,2020-02-14,2020-02-23,EGPC,195,PW,,
967,FOB MED  USDC.UGL1/2M,2020-02-16,2020-02-29,FOB MED  USDC.UGL,154.85,1/2M,,
968,LukOIL FOB MED1/2M,2020-02-16,2020-02-29,LukOIL FOB MED,511.33,1/2M,,
969,HNWE  USDC.UGLPW,2020-02-18,2020-02-24,HNWE  USDC.UGL,161.85,PW,,
970,HROTT  USDC.UGLPW,2020-02-18,2020-02-24,HROTT  USDC.UGL,159.71,PW,,
971,FOB MED  USDC.UGLPW,2020-02-18,2020-02-24,FOB MED  USDC.UGL,154.02,PW,,
972,CIF MED USDC.UGL1/2M,2020-02-16,2020-02-29,CIF MED USDC.UGL,161.42,1/2M,,
973,ARAB GULF FOB HIGH PRIOR1/2M,2020-02-16,2020-02-29,ARAB GULF FOB HIGH PRIOR,147.16,1/2M,,
974,EGPC1/2M,2020-02-24,2020-02-29,EGPC,241.65,1/2M,,
975,EGPCPM,2020-02-24,2020-02-29,EGPC,347,PM,,
976,HNWE  USDC.UGLPW,2020-02-25,2020-02-03,HNWE  USDC.UGL,162.58,PW,,
977,HROTT  USDC.UGLPW,2020-02-25,2020-02-03,HROTT  USDC.UGL,160.84,PW,,
978,FOB MED  USDC.UGLPW,2020-02-25,2020-02-03,FOB MED  USDC.UGL,154.75,PW,,
979,ISRAELI GOVT USDC.USGPW,2020-02-25,2020-02-03,ISRAELI GOVT USDC.USG,179.49,PW,,
980,HNWE  USDC.UGLPM,2020-01-03,2020-03-31,HNWE  USDC.UGL,158.46,PM,,
981,HNWE  USDC.UGL1/2M,2020-01-03,2020-03-15,HNWE  USDC.UGL,155.07,1/2M,,
982,FOB MED  USDC.UGLPM,2020-01-03,2020-03-31,FOB MED  USDC.UGL,150.89,PM,,
983,HROTT  USDC.UGLPM,2020-01-03,2020-03-31,HROTT  USDC.UGL,156.16,PM,,
984,EGPCPW,2020-02-26,2020-04-03,EGPC,190,PW,,
985,FOB MED  USDC.UGL1/2M,2020-01-03,2020-03-15,FOB MED  USDC.UGL,147.76,1/2M,,
986,LukOIL FOB MED1/2M,2020-01-03,2020-03-15,LukOIL FOB MED,487.91,1/2M,,
987,ISRAELI GOVT USDC.USGPM,2020-01-03,2020-03-31,ISRAELI GOVT USDC.USG,165.05,PM,,
988,HNWE  USDC.UGLPW,2020-03-03,2020-09-03,HNWE  USDC.UGL,147.57,PW,,
989,CIF MED USDC.UGL1/2M,2020-01-03,2020-03-15,CIF MED USDC.UGL,154.64,1/2M,,
990,FOB MED  USDC.UGLPW,2020-03-03,2020-09-03,FOB MED  USDC.UGL,140.23,PW,,
991,HROTT  USDC.UGLPW,2020-03-03,2020-09-03,HROTT  USDC.UGL,145.5,PW,,
992,FOB MED  USDC.UGLPW,2020-03-03,2020-09-03,FOB MED  USDC.UGL,140.23,PW,,
993,HNWE  USDC.UGLPW,2020-03-03,2020-09-03,HNWE  USDC.UGL,147.5,PW,,
994,HNWE  USDC.UGLPM,2020-01-03,2020-03-31,HNWE  USDC.UGL,158.09,PM,,
995,FOB MED  USDC.UGLPM,2020-01-03,2020-03-31,FOB MED  USDC.UGL,158.01,PM,,
996,FOB MED  USDC.UGLPW,2020-03-03,2020-09-03,FOB MED  USDC.UGL,142.04,PW,,
997,HROTT  USDC.UGLPW,2020-03-03,2020-09-03,HROTT  USDC.UGL,145.15,PW,,
998,ARAB GULF FOB HIGH PRIOR1/2M,2020-01-03,2020-03-15,ARAB GULF FOB HIGH PRIOR,142.92,1/2M,,
999,ARAB GULF FOB HIGH PRIORPM,2020-01-03,2020-03-31,ARAB GULF FOB HIGH PRIOR,145.04,PM,,
1000,HNWE  USDC.UGLPW,2020-10-03,2020-03-16,HNWE  USDC.UGL,139.76,PW,,
1001,FOB MED  USDC.UGLPW,2020-10-03,2020-03-16,FOB MED  USDC.UGL,132.57,PW,,
1002,HROTT  USDC.UGLPW,2020-10-03,2020-03-16,HROTT  USDC.UGL,138.73,PW,,
1003,HNWE  USDC.UGLPW,2020-10-03,2020-03-16,HNWE  USDC.UGL,139.68,PW,,
1004,EGPCPW,2020-05-03,2020-03-16,EGPC,181,PW,,
1005,FOB MED  USDC.UGLPW,2020-10-03,2020-03-16,FOB MED  USDC.UGL,134.28,PW,,
1006,HROTT  USDC.UGLPW,2020-10-03,2020-03-16,HROTT  USDC.UGL,138.4,PW,,
1007,FOB MED  USDC.UGLPW,2020-10-03,2020-03-16,FOB MED  USDC.UGL,132.56,PW,,
1008,HNWE  USDC.UGLPW,2020-10-03,2020-03-16,HNWE  USDC.UGL,139.76,PW,,
1009,HNWE  USDC.UGLPW,2020-10-03,2020-03-16,HNWE  USDC.UGL,139.76,PW,,
1010,HNWE  USDC.UGL1/2M,2020-03-16,2020-03-31,HNWE  USDC.UGL,124.7,1/2M,,
1011,FOB MED  USDC.UGL1/2M,2020-03-16,2020-03-31,FOB MED  USDC.UGL,115.96,1/2M,,
1012,LukOIL FOB MED1/2M,2020-03-16,2020-03-31,LukOIL FOB MED,382.92,1/2M,,
1013,HNWE  USDC.UGLPW,2020-03-17,2020-03-23,HNWE  USDC.UGL,109.64,PW,,
1014,HROTT  USDC.UGLPW,2020-03-17,2020-03-23,HROTT  USDC.UGL,110.02,PW,,
1015,FOB MED  USDC.UGLPW,2020-03-17,2020-03-23,FOB MED  USDC.UGL,102.45,PW,,
1016,HNWE  USDC.UGLPW,2020-03-17,2020-03-23,HNWE  USDC.UGL,109.64,PW,,
1017,HNWE  USDC.UGLPW,2020-03-17,2020-03-23,HNWE  USDC.UGL,109.57,PW,,
1018,FOB MED  USDC.UGLPW,2020-03-17,2020-03-23,FOB MED  USDC.UGL,102.4,PW,,
1019,FOB MED  USDC.UGLPW,2020-03-17,2020-03-23,FOB MED  USDC.UGL,103.73,PW,,
1020,HROTT  USDC.UGLPW,2020-03-17,2020-03-23,HROTT  USDC.UGL,109.76,PW,,
1021,CIF MED USDC.UGL1/2M,2020-03-16,2020-03-31,CIF MED USDC.UGL,124.25,1/2M,,
1022,FOB MED  USDC.UGLPW,2020-03-17,2020-03-23,FOB MED  USDC.UGL,102.45,PW,,
1023,HNWE  USDC.UGLPW,2020-03-17,2020-03-23,HNWE  USDC.UGL,109.64,PW,,
1024,HNWE  USDC.UGLPW,2020-03-24,2020-03-30,HNWE  USDC.UGL,78.53,PW,,
1025,HROTT  USDC.UGLPW,2020-03-24,2020-03-30,HROTT  USDC.UGL,75.63,PW,,
1026,FOB MED  USDC.UGLPW,2020-03-24,2020-03-30,FOB MED  USDC.UGL,70.7,PW,,
1027,EGPCPW,2020-03-17,2020-03-23,EGPC,179,PW,,
1028,EGPCPW,2020-02-14,2020-02-29,EGPC,195,PW,,
1029,EGPCPW,2020-04-02,2020-02-13,EGPC,205,PW,,
1030,EGPCPW,2020-03-24,2020-03-31,EGPC,179,PW,,
1031,FOB MED  USDC.UGLPW,2020-03-24,2020-03-30,FOB MED  USDC.UGL,70.7,PW,,
1032,HNWE  USDC.UGLPW,2020-03-24,2020-03-30,HNWE  USDC.UGL,78.52,PW,,
1033,HNWE  USDC.UGLPW,2020-03-31,2020-06-04,HNWE  USDC.UGL,74.56,PW,,
1034,HROTT  USDC.UGLPW,2020-03-31,2020-06-04,HROTT  USDC.UGL,71.15,PW,,
1035,FOB MED  USDC.UGLPW,2020-03-31,2020-06-04,FOB MED  USDC.UGL,65.75,PW,,
1036,HNWE  USDC.UGLPW,2020-03-31,2020-06-04,HNWE  USDC.UGL,74.56,PW,,
1037,ISRAELI GOVT USDC.USGPM,2020-01-04,2020-04-30,ISRAELI GOVT USDC.USG,161.45,PM,,
1038,LukOIL FOB MED1/2M,2020-01-04,2020-04-15,LukOIL FOB MED,220.83,1/2M,,
1039,FOB MED  USDC.UGL1/2M,2020-01-04,2020-04-15,FOB MED  USDC.UGL,66.87,1/2M,,
1040,HNWE  USDC.UGLPM,2020-01-04,2020-04-30,HNWE  USDC.UGL,97.31,PM,,
1041,ARAB GULF FOB HIGH PRIORPM,2020-01-04,2020-04-30,ARAB GULF FOB HIGH PRIOR,86.2,PM,,
1042,FOB MED  USDC.UGLPM,2020-01-04,2020-04-30,FOB MED  USDC.UGL,89.77,PM,,
1043,HNWE  USDC.UGLPM,2020-01-04,2020-04-30,HNWE  USDC.UGL,97.62,PM,,
1044,HNWE  USDC.UGLPM,2020-01-04,2020-04-30,HNWE  USDC.UGL,97.62,PM,,
1045,CIF MED USDC.UGL1/2M,2020-01-04,2020-04-15,CIF MED USDC.UGL,74.57,1/2M,,
1046,MOPAGPM,2020-01-04,2020-04-30,MOPAG,116.44,PM,,
1047,HROTT  USDC.UGLPM,2020-01-04,2020-04-30,HROTT  USDC.UGL,95.5,PM,,
1048,HNWE  USDC.UGL1/2M,2020-01-04,2020-04-15,HNWE  USDC.UGL,135.53,1/2M,,
1049,HNWE  USDC.UGL1/2M,2020-01-04,2020-04-15,HNWE  USDC.UGL,137.36,1/2M,,
1050,HNWE  USDC.UGLPM,2020-01-04,2020-04-30,HNWE  USDC.UGL,97.39,PM,,
1051,FOB MED  USDC.UGLPM,2020-01-04,2020-04-30,FOB MED  USDC.UGL,89.56,PM,,
1052,HNWE  USDC.UGLPW,2020-07-04,2020-04-13,HNWE  USDC.UGL,65.17,PW,,
1053,HROTT  USDC.UGLPW,2020-07-04,2020-04-13,HROTT  USDC.UGL,63.9,PW,,
1054,HROTT  USDC.UGLPW,2020-07-04,2020-04-13,HROTT  USDC.UGL,63.9,PW,,
1055,HNWE  USDC.UGLPW,2020-07-04,2020-04-13,HNWE  USDC.UGL,65.17,PW,,
1056,FOB MED  USDC.UGLPW,2020-07-04,2020-04-13,FOB MED  USDC.UGL,56.55,PW,,
1057,ISRAELI GOVT USDC.USGPM,2020-01-04,2020-04-30,ISRAELI GOVT USDC.USG,78.33,PM,,
1058,MOPAG1/2M,2020-01-04,2020-04-15,MOPAG,94.52,1/2M,,
1059,HNWE  USDC.UGL1/2M,2020-01-04,2020-04-15,HNWE  USDC.UGL,77.31,1/2M,,
1060,HNWE  USDC.UGLPW,2020-04-14,2020-04-20,HNWE  USDC.UGL,65.28,PW,,
1061,HROTT  USDC.UGLPW,2020-04-14,2020-04-20,HROTT  USDC.UGL,65.85,PW,,
1062,HROTT  USDC.UGLPW,2020-04-14,2020-04-20,HROTT  USDC.UGL,65.85,PW,,
1063,HNWE  USDC.UGLPW,2020-04-14,2020-04-20,HNWE  USDC.UGL,65.28,PW,,
1064,FOB MED  USDC.UGLPW,2020-04-14,2020-04-20,FOB MED  USDC.UGL,57.08,PW,,
1065,HNWE  USDC.UGLPW,2020-04-14,2020-04-20,HNWE  USDC.UGL,65.28,PW,,
1066,HROTT  USDC.UGLPW,2020-04-14,2020-04-20,HROTT  USDC.UGL,65.85,PW,,
1067,HNWE  USDC.UGL1/2M,2020-04-16,2020-04-30,HNWE  USDC.UGL,62.95,1/2M,,
1068,LukOIL FOB MED1/2M,2020-04-16,2020-04-30,LukOIL FOB MED,183.32,1/2M,,
1069,FOB MED  USDC.UGL1/2M,2020-04-16,2020-04-30,FOB MED  USDC.UGL,55.52,1/2M,,
1070,CIF MED USDC.UGL1/2M,2020-04-16,2020-04-30,CIF MED USDC.UGL,62.46,1/2M,,
1071,HROTT  USDC.UGLPW,2020-04-21,2020-04-27,HROTT  USDC.UGL,59.85,PW,,
1072,HNWE  USDC.UGLPW,2020-04-21,2020-04-27,HNWE  USDC.UGL,59.15,PW,,
1073,FOB MED  USDC.UGLPW,2020-04-21,2020-04-27,FOB MED  USDC.UGL,50.48,PW,,
1074,HNWE  USDC.UGLPW,2020-04-21,2020-04-27,HNWE  USDC.UGL,59.15,PW,,
